date,followers_count,following_count,media_count,engagement_rate,average_likes,average_comments,comments_to_likes_ratio,weekly_posts,artist_name
2023-12-14,3564442,544,667,0.886%,31323.2,252.3,0.805%,0.0,Majorlazer
2023-12-13,3564658,544,667,0.883%,31226.8,252.0,0.807%,0.0,Majorlazer
2023-12-12,3564935,544,667,0.881%,31162.1,251.6,0.807%,0.0,Majorlazer
2023-12-11,3565254,544,667,0.879%,31097.6,251.0,0.807%,1.0,Majorlazer
2023-12-10,3565601,544,667,0.877%,31008.1,250.4,0.808%,1.0,Majorlazer
2023-12-09,3565747,544,667,0.873%,30890.3,249.9,0.809%,1.0,Majorlazer
2023-12-08,3565189,544,667,0.869%,30743.9,249.0,0.810%,2.0,Majorlazer
2023-12-07,3566207,544,667,0.866%,30617.9,248.6,0.812%,2.0,Majorlazer
2023-12-06,3566246,544,667,0.862%,30500.2,247.7,0.812%,2.0,Majorlazer
2023-12-05,3566619,543,666,0.859%,30392.5,246.8,0.812%,3.0,Majorlazer
2023-12-04,3566404,544,666,0.868%,30694.4,248.3,0.809%,2.0,Majorlazer
2023-12-03,3565964,543,666,0.866%,30636.3,247.9,0.809%,2.0,Majorlazer
2023-12-02,3567412,543,665,0.863%,30553.1,247.2,0.809%,2.0,Majorlazer
2023-12-01,3567879,543,665,0.860%,30443.2,246.4,0.809%,1.0,Majorlazer
2023-11-30,3567708,543,665,0.858%,30370.6,245.9,0.810%,1.0,Majorlazer
2023-11-29,3567811,542,664,0.856%,30299.0,245.8,0.811%,1.0,Majorlazer
2023-11-28,3568129,543,664,0.854%,30231.4,245.1,0.811%,0.0,Majorlazer
2023-11-27,3567693,543,664,0.852%,30163.9,244.7,0.811%,1.0,Majorlazer
2023-11-26,3567711,543,664,0.851%,30101.8,243.8,0.810%,1.0,Majorlazer
2023-11-25,3567588,543,664,0.849%,30029.0,243.3,0.810%,1.0,Majorlazer
2023-11-24,3567450,543,664,0.847%,29960.8,243.0,0.811%,2.0,Majorlazer
2023-11-23,3567088,543,664,0.843%,29817.0,241.3,0.809%,2.0,Majorlazer
2023-11-22,3567039,543,664,0.833%,29469.9,236.7,0.803%,3.0,Majorlazer
2023-11-21,3567453,543,663,0.828%,29315.0,236.2,0.806%,3.0,Majorlazer
2023-11-20,3566364,543,663,0.823%,29112.3,235.0,0.807%,2.0,Majorlazer
2023-11-19,3565502,543,663,0.827%,29246.2,234.3,0.801%,2.0,Majorlazer
2023-11-18,3566022,543,662,0.820%,29004.2,233.4,0.805%,3.0,Majorlazer
2023-11-17,3567033,543,662,0.812%,28746.5,231.8,0.806%,2.0,Majorlazer
2023-11-16,3565246,543,661,0.805%,28487.0,230.2,0.808%,2.0,Majorlazer
2023-11-15,3565081,543,661,0.797%,28182.8,228.8,0.812%,1.0,Majorlazer
2023-11-14,3564692,543,661,0.782%,27659.8,225.0,0.813%,1.0,Majorlazer
2023-11-13,3564379,542,661,0.730%,25802.3,219.7,0.851%,2.0,Majorlazer
2023-11-12,3563713,542,661,0.723%,25560.3,218.3,0.854%,2.0,Majorlazer
2023-11-11,3563035,542,660,0.712%,25155.1,214.7,0.854%,1.0,Majorlazer
2023-11-10,3562347,542,660,0.693%,24481.8,208.3,0.851%,1.0,Majorlazer
2023-11-09,3562198,542,660,0.669%,23629.9,202.3,0.856%,2.0,Majorlazer
2023-11-08,3561851,542,660,0.622%,21985.0,178.4,0.811%,2.0,Majorlazer
2023-11-07,3562605,542,659,0.585%,20671.2,174.7,0.845%,2.0,Majorlazer
2023-11-06,3562690,542,659,0.577%,20390.4,173.0,0.848%,2.0,Majorlazer
2023-11-05,3562916,542,659,0.559%,19758.8,171.3,0.867%,2.0,Majorlazer
2023-11-04,3563069,542,659,0.336%,11852.8,127.2,1.073%,2.0,Majorlazer
2023-11-03,3563154,542,658,0.331%,11666.8,125.5,1.076%,2.0,Majorlazer
2023-11-02,3563319,541,658,0.321%,11323.7,120.3,1.062%,1.0,Majorlazer
2023-11-01,3563589,541,658,0.318%,11235.0,105.2,0.936%,1.0,Majorlazer
2023-10-31,3563775,541,657,0.314%,11092.4,104.4,0.941%,2.0,Majorlazer
2023-10-30,3563640,541,657,0.310%,10947.8,102.9,0.940%,1.0,Majorlazer
2023-10-29,3564165,541,657,0.305%,10753.3,100.8,0.937%,2.0,Majorlazer
2023-10-28,3564390,540,657,0.299%,10557.2,99.3,0.941%,2.0,Majorlazer
2023-10-27,3564526,540,657,0.292%,10317.7,97.8,0.948%,2.0,Majorlazer
2023-10-26,3564678,540,657,0.284%,10038.8,83.8,0.835%,2.0,Majorlazer
2023-10-25,3564863,540,656,0.280%,9892.4,83.0,0.839%,3.0,Majorlazer
2023-10-24,3564908,540,656,0.262%,9280.1,72.7,0.783%,2.0,Majorlazer
2023-10-23,3565279,541,656,0.261%,9218.3,72.4,0.785%,2.0,Majorlazer
2023-10-22,3565532,541,655,0.258%,9144.1,72.3,0.791%,2.0,Majorlazer
2023-10-21,3565809,541,655,0.258%,9112.8,72.3,0.793%,2.0,Majorlazer
2023-10-20,3565835,541,655,0.257%,9078.4,72.2,0.795%,3.0,Majorlazer
2023-10-19,3566484,541,655,0.255%,9038.9,72.1,0.798%,3.0,Majorlazer
2023-10-18,3566374,541,654,0.251%,8879.4,71.8,0.809%,2.0,Majorlazer
2023-10-17,3566708,541,654,0.200%,7060.3,66.7,0.945%,2.0,Majorlazer
2023-10-16,3567211,541,653,0.198%,6985.4,66.4,0.951%,3.0,Majorlazer
2023-10-15,3567714,541,653,0.132%,4655.5,55.4,1.190%,2.0,Majorlazer
2023-10-14,3567864,541,653,0.131%,4632.6,54.8,1.183%,2.0,Majorlazer
2023-10-13,3568347,540,652,0.131%,4610.9,54.7,1.186%,1.0,Majorlazer
2023-10-12,3568612,540,652,0.128%,4506.3,54.3,1.205%,1.0,Majorlazer
2023-10-11,3569183,540,652,0.116%,4083.3,51.3,1.256%,2.0,Majorlazer
2023-10-10,3569452,540,652,0.116%,4078.1,51.3,1.258%,2.0,Majorlazer
2023-10-09,3569683,539,651,0.116%,4071.8,51.3,1.260%,1.0,Majorlazer
2023-10-08,3570241,539,651,0.115%,4065.4,51.3,1.262%,1.0,Majorlazer
2023-10-07,3570410,539,651,0.115%,4051.8,51.1,1.261%,2.0,Majorlazer
2023-10-06,3570363,539,651,0.114%,4015.1,50.6,1.260%,2.0,Majorlazer
2023-10-05,3570285,539,651,0.125%,4411.1,49.2,1.115%,2.0,Majorlazer
2023-10-04,3569806,539,650,0.124%,4394.5,48.9,1.113%,2.0,Majorlazer
2023-10-03,3569562,539,650,0.124%,4370.6,48.8,1.117%,2.0,Majorlazer
2023-10-02,3569441,539,650,0.134%,4721.4,73.2,1.550%,2.0,Majorlazer
2023-10-01,3569284,539,649,0.134%,4705.2,73.2,1.556%,2.0,Majorlazer
2023-09-30,3569059,539,649,0.132%,4643.3,72.7,1.566%,1.0,Majorlazer
2023-09-29,3568723,539,649,0.126%,4422.1,70.9,1.603%,1.0,Majorlazer
2023-09-28,3568409,539,648,0.126%,4418.9,70.8,1.602%,1.0,Majorlazer
2023-09-27,3568273,539,648,0.126%,4415.7,70.8,1.603%,1.0,Majorlazer
2023-09-26,3567996,539,648,0.126%,4413.6,70.7,1.602%,1.0,Majorlazer
2023-09-25,3567691,539,648,0.126%,4410.6,70.6,1.601%,1.0,Majorlazer
2023-09-24,3567691,539,648,0.125%,4404.8,70.5,1.601%,1.0,Majorlazer
2023-09-23,3567685,539,648,0.125%,4401.8,70.5,1.602%,2.0,Majorlazer
2023-09-22,3567480,539,648,0.125%,4396.8,70.3,1.599%,2.0,Majorlazer
2023-09-21,3567292,539,647,0.125%,4390.8,70.3,1.601%,2.0,Majorlazer
2023-09-20,3567078,539,647,0.125%,4382.5,70.3,1.604%,1.0,Majorlazer
2023-09-19,3566929,539,647,0.124%,4353.0,69.5,1.597%,1.0,Majorlazer
2023-09-18,3566757,539,647,0.131%,4624.1,60.4,1.306%,1.0,Majorlazer
2023-09-17,3566260,539,647,0.131%,4618.3,60.3,1.306%,2.0,Majorlazer
2023-09-16,3566275,538,646,0.131%,4611.6,60.2,1.305%,2.0,Majorlazer
2023-09-15,3566500,539,646,0.131%,4602.3,60.2,1.308%,2.0,Majorlazer
2023-09-14,3566369,539,646,0.130%,4589.9,60.1,1.309%,2.0,Majorlazer
2023-09-13,3565734,539,646,0.129%,4550.0,59.9,1.316%,3.0,Majorlazer
2023-09-12,3565985,539,646,0.168%,5899.8,76.7,1.300%,3.0,Majorlazer
2023-09-11,3565632,539,645,0.166%,5850.8,77.6,1.326%,4.0,Majorlazer
2023-09-10,3565752,539,644,0.166%,5836.0,76.8,1.316%,3.0,Majorlazer
2023-09-09,3565923,539,644,0.165%,5799.7,76.8,1.324%,2.0,Majorlazer
2023-09-08,3566125,539,644,0.168%,5925.5,81.3,1.372%,2.0,Majorlazer
2023-09-07,3565863,539,643,0.168%,5900.8,81.1,1.374%,2.0,Majorlazer
2023-09-06,3565275,539,643,0.164%,5774.1,77.7,1.346%,1.0,Majorlazer
2023-09-05,3565760,539,643,0.164%,5760.6,77.5,1.345%,2.0,Majorlazer
2023-09-04,3565257,539,642,0.164%,5751.8,77.5,1.347%,1.0,Majorlazer
2023-09-03,3565042,539,642,0.163%,5736.0,77.3,1.348%,2.0,Majorlazer
2023-09-02,3565275,539,642,0.163%,5724.7,77.3,1.350%,2.0,Majorlazer
2023-09-01,3564915,539,642,0.162%,5708.9,77.0,1.349%,2.0,Majorlazer
2023-08-31,3564574,539,642,0.176%,6177.7,81.1,1.313%,2.0,Majorlazer
2023-08-30,3564272,539,641,0.175%,6151.4,80.9,1.315%,2.0,Majorlazer
2023-08-29,3563504,539,641,0.179%,6312.0,83.2,1.318%,2.0,Majorlazer
2023-08-28,3563773,539,640,0.179%,6303.6,83.1,1.318%,3.0,Majorlazer
2023-08-27,3563618,539,640,0.179%,6293.3,83.0,1.319%,2.0,Majorlazer
2023-08-26,3563621,539,640,0.179%,6280.0,83.0,1.322%,2.0,Majorlazer
2023-08-25,3563669,539,640,0.178%,6266.6,83.0,1.324%,2.0,Majorlazer
2023-08-24,3563712,539,640,0.180%,6343.8,84.1,1.326%,2.0,Majorlazer
2023-08-23,3563812,539,639,0.181%,6349.5,86.3,1.359%,2.0,Majorlazer
2023-08-22,3564077,539,638,0.180%,6339.0,86.3,1.361%,3.0,Majorlazer
2023-08-21,3563974,539,638,0.180%,6327.6,86.1,1.361%,2.0,Majorlazer
2023-08-20,3563704,539,638,0.180%,6310.9,86.0,1.363%,2.0,Majorlazer
2023-08-19,3563428,539,638,0.179%,6283.7,85.8,1.365%,3.0,Majorlazer
2023-08-18,3563083,539,638,0.178%,6242.4,85.7,1.373%,3.0,Majorlazer
2023-08-17,3562702,539,638,0.175%,6147.0,87.3,1.420%,3.0,Majorlazer
2023-08-16,3562447,539,636,0.175%,6134.3,87.3,1.423%,3.0,Majorlazer
2023-08-15,3562156,539,636,0.174%,6101.8,86.8,1.423%,1.0,Majorlazer
2023-08-14,3561553,539,636,0.162%,5719.7,64.2,1.122%,1.0,Majorlazer
2023-08-13,3560943,539,636,0.162%,5699.5,64.0,1.123%,2.0,Majorlazer
2023-08-12,3559862,539,635,0.161%,5651.3,63.9,1.131%,1.0,Majorlazer
2023-08-11,3557980,539,635,0.159%,5575.9,63.6,1.141%,1.0,Majorlazer
2023-08-10,3556939,539,635,0.157%,5524.7,63.5,1.149%,1.0,Majorlazer
2023-08-09,3556130,539,635,0.156%,5470.8,63.0,1.152%,1.0,Majorlazer
2023-08-08,3555825,539,635,0.151%,5313.9,61.8,1.163%,1.0,Majorlazer
2023-08-07,3556042,539,634,0.151%,5292.5,61.5,1.162%,2.0,Majorlazer
2023-08-06,3555708,539,634,0.149%,5248.8,61.3,1.168%,1.0,Majorlazer
2023-08-05,3555165,539,634,0.148%,5215.6,61.0,1.170%,1.0,Majorlazer
2023-08-04,3554308,539,634,0.148%,5185.4,60.6,1.169%,1.0,Majorlazer
2023-08-03,3553703,539,634,0.147%,5155.6,60.0,1.164%,1.0,Majorlazer
2023-08-02,3553331,539,634,0.139%,4896.1,58.8,1.201%,1.0,Majorlazer
2023-08-01,3553063,539,634,0.139%,4886.3,58.7,1.201%,1.0,Majorlazer
2023-07-31,3552697,539,633,0.139%,4874.6,58.6,1.202%,0.0,Majorlazer
2023-07-30,3552422,539,633,0.139%,4866.3,58.5,1.202%,0.0,Majorlazer
2023-07-29,3552336,539,633,0.138%,4857.5,58.5,1.204%,0.0,Majorlazer
2023-07-28,3552045,539,633,0.138%,4848.2,58.3,1.203%,0.0,Majorlazer
2023-07-27,3551777,538,633,0.138%,4835.8,58.0,1.199%,1.0,Majorlazer
2023-07-26,3552873,538,633,0.137%,4820.1,57.8,1.199%,1.0,Majorlazer
2023-07-25,3552809,538,633,0.137%,4797.7,57.5,1.198%,1.0,Majorlazer
2023-07-24,3553718,538,633,0.136%,4767.8,56.9,1.193%,2.0,Majorlazer
2023-07-23,3553482,538,633,0.133%,4685.3,56.1,1.197%,2.0,Majorlazer
2023-07-22,3553283,538,633,0.100%,3523.1,42.8,1.215%,2.0,Majorlazer
2023-07-21,3552891,538,633,0.100%,3510.4,42.8,1.219%,2.0,Majorlazer
2023-07-20,3552477,538,632,0.099%,3484.2,42.3,1.214%,1.0,Majorlazer
2023-07-19,3552298,538,632,0.111%,3895.3,43.4,1.114%,1.0,Majorlazer
2023-07-18,3552089,538,631,0.111%,3890.8,43.3,1.113%,1.0,Majorlazer
2023-07-17,3551739,538,631,0.111%,3884.3,43.3,1.115%,1.0,Majorlazer
2023-07-16,3551975,538,631,0.110%,3876.2,43.2,1.114%,1.0,Majorlazer
2023-07-15,3552198,538,631,0.110%,3869.4,43.1,1.114%,1.0,Majorlazer
2023-07-14,3552501,538,631,0.110%,3861.2,43.0,1.114%,1.0,Majorlazer
2023-07-13,3552916,537,631,0.109%,3830.4,42.7,1.115%,1.0,Majorlazer
2023-07-12,3553460,537,631,0.101%,3557.0,39.9,1.122%,1.0,Majorlazer
2023-07-11,3553809,537,631,0.101%,3552.8,39.8,1.120%,2.0,Majorlazer
2023-07-10,3555217,537,630,0.101%,3547.7,39.8,1.122%,1.0,Majorlazer
2023-07-09,3556746,537,630,0.101%,3543.2,39.7,1.120%,1.0,Majorlazer
2023-07-08,3557747,537,630,0.101%,3537.6,39.7,1.122%,1.0,Majorlazer
2023-07-07,3558763,537,630,0.100%,3524.6,39.5,1.121%,2.0,Majorlazer
2023-07-06,3559318,537,630,0.156%,5498.8,54.2,0.986%,3.0,Majorlazer
2023-07-05,3559787,537,630,0.156%,5487.9,54.2,0.988%,3.0,Majorlazer
2023-07-04,3560188,537,629,0.155%,5477.6,54.1,0.988%,3.0,Majorlazer
2023-07-03,3560542,537,629,0.154%,5444.6,53.6,0.984%,3.0,Majorlazer
2023-07-02,3560826,536,629,0.202%,7129.9,79.1,1.109%,4.0,Majorlazer
2023-07-01,3561151,536,629,0.204%,7202.7,79.7,1.107%,4.0,Majorlazer
2023-06-30,3561297,536,628,0.204%,7187.3,79.7,1.109%,3.0,Majorlazer
2023-06-29,3561287,534,627,0.207%,7308.0,80.1,1.096%,2.0,Majorlazer
2023-06-28,3561549,534,627,0.207%,7289.8,79.9,1.096%,2.0,Majorlazer
2023-06-27,3561805,534,626,0.210%,7412.7,79.4,1.071%,1.0,Majorlazer
2023-06-26,3562259,534,625,0.210%,7405.4,79.4,1.072%,2.0,Majorlazer
2023-06-25,3562604,534,625,0.210%,7401.1,79.2,1.070%,1.0,Majorlazer
2023-06-24,3562810,534,625,0.210%,7394.3,79.2,1.071%,1.0,Majorlazer
2023-06-23,3563005,534,625,0.210%,7387.9,79.1,1.071%,1.0,Majorlazer
2023-06-22,3563239,534,625,0.209%,7358.9,78.9,1.072%,2.0,Majorlazer
2023-06-21,3563622,534,625,0.205%,7241.3,77.7,1.073%,3.0,Majorlazer
2023-06-20,3563285,534,624,0.205%,7235.8,77.5,1.071%,4.0,Majorlazer
2023-06-19,3562993,534,624,0.205%,7229.3,77.5,1.072%,3.0,Majorlazer
2023-06-18,3562617,534,624,0.205%,7216.4,77.3,1.071%,4.0,Majorlazer
2023-06-17,3562113,534,624,0.211%,7445.2,77.7,1.044%,4.0,Majorlazer
2023-06-16,3561674,534,623,0.219%,7726.9,81.6,1.056%,4.0,Majorlazer
2023-06-15,3561177,535,622,0.227%,8005.0,85.6,1.069%,4.0,Majorlazer
2023-06-14,3560972,535,621,0.227%,7995.5,84.5,1.057%,3.0,Majorlazer
2023-06-13,3560792,535,621,0.233%,8195.0,86.3,1.053%,2.0,Majorlazer
2023-06-12,3560544,535,621,0.232%,8171.2,86.0,1.052%,3.0,Majorlazer
2023-06-11,3560296,534,620,0.231%,8124.6,85.8,1.056%,2.0,Majorlazer
2023-06-10,3559904,534,620,0.224%,7891.3,86.8,1.100%,2.0,Majorlazer
2023-06-09,3559505,534,620,0.224%,7883.1,86.4,1.096%,2.0,Majorlazer
2023-06-08,3559039,534,619,0.223%,7861.6,86.4,1.099%,1.0,Majorlazer
2023-06-07,3558707,534,619,0.229%,8047.8,88.5,1.100%,2.0,Majorlazer
2023-06-06,3558317,534,618,0.228%,8034.9,88.4,1.100%,1.0,Majorlazer
2023-06-05,3558035,534,618,0.228%,8023.9,88.2,1.099%,2.0,Majorlazer
2023-06-04,3557763,534,618,0.228%,8007.5,88.0,1.099%,2.0,Majorlazer
2023-06-03,3557381,534,618,0.223%,7837.7,87.2,1.113%,2.0,Majorlazer
2023-06-02,3556854,534,618,0.179%,6284.8,75.8,1.206%,2.0,Majorlazer
2023-06-01,3556652,534,617,0.176%,6200.2,74.1,1.195%,3.0,Majorlazer
2023-05-31,3556795,534,617,0.119%,4196.3,48.8,1.163%,2.0,Majorlazer
2023-05-30,3558362,534,616,0.119%,4184.0,48.8,1.166%,3.0,Majorlazer
2023-05-29,3560256,534,616,0.119%,4172.9,48.8,1.169%,2.0,Majorlazer
2023-05-28,3559817,534,616,0.118%,4137.0,48.4,1.170%,2.0,Majorlazer
2023-05-27,3559483,534,616,0.111%,3890.3,45.8,1.177%,3.0,Majorlazer
2023-05-26,3559169,534,616,0.110%,3872.8,45.7,1.180%,3.0,Majorlazer
2023-05-25,3558682,534,615,0.145%,5082.0,91.2,1.795%,3.0,Majorlazer
2023-05-24,3558452,534,614,0.145%,5079.3,91.2,1.796%,4.0,Majorlazer
2023-05-23,3558216,534,614,0.145%,5058.2,91.1,1.801%,3.0,Majorlazer
2023-05-22,3557841,534,614,0.150%,5239.3,94.2,1.798%,4.0,Majorlazer
2023-05-21,3557627,534,614,0.149%,5219.8,94.1,1.803%,5.0,Majorlazer
2023-05-20,3557384,534,613,0.180%,6266.6,131.1,2.092%,4.0,Majorlazer
2023-05-19,3556967,534,613,0.182%,6341.1,133.4,2.104%,5.0,Majorlazer
2023-05-18,3556925,533,612,0.181%,6314.8,132.6,2.100%,4.0,Majorlazer
2023-05-17,3557128,533,611,0.198%,6890.1,136.3,1.978%,4.0,Majorlazer
2023-05-16,3556982,533,611,0.195%,6811.8,137.0,2.011%,4.0,Majorlazer
2023-05-15,3556730,533,610,0.195%,6792.8,137.0,2.017%,4.0,Majorlazer
2023-05-14,3556506,533,609,0.195%,6787.6,138.0,2.033%,3.0,Majorlazer
2023-05-13,3556190,533,608,0.194%,6747.5,137.5,2.038%,3.0,Majorlazer
2023-05-12,3555778,533,608,0.188%,6545.8,134.7,2.058%,3.0,Majorlazer
2023-05-11,3555341,533,607,0.187%,6525.8,134.6,2.063%,3.0,Majorlazer
2023-05-10,3555148,533,607,0.218%,7594.9,140.1,1.845%,3.0,Majorlazer
2023-05-09,3554754,533,607,0.217%,7590.1,140.1,1.846%,4.0,Majorlazer
2023-05-08,3554793,533,606,0.217%,7565.8,140.0,1.850%,4.0,Majorlazer
2023-05-07,3555248,533,606,0.259%,9046.3,163.3,1.805%,4.0,Majorlazer
2023-05-06,3555935,533,605,0.259%,9032.0,163.3,1.808%,5.0,Majorlazer
2023-05-05,3557310,533,605,0.257%,8994.2,160.7,1.787%,4.0,Majorlazer
2023-05-04,3558540,533,605,0.263%,9181.7,161.9,1.763%,5.0,Majorlazer
2023-05-03,3559619,533,604,0.228%,8014.1,118.6,1.480%,4.0,Majorlazer
2023-05-02,3564721,534,603,0.227%,7982.8,118.1,1.479%,4.0,Majorlazer
2023-05-01,3567986,534,602,0.225%,7900.2,116.7,1.477%,4.0,Majorlazer
2023-04-30,3568611,534,602,0.225%,7894.9,116.7,1.478%,4.0,Majorlazer
2023-04-29,3568683,534,601,0.224%,7891.5,116.7,1.479%,3.0,Majorlazer
2023-04-28,3570961,534,601,0.224%,7888.5,116.6,1.478%,4.0,Majorlazer
2023-04-27,3571843,534,600,0.223%,7833.1,115.6,1.476%,3.0,Majorlazer
2023-04-26,3572858,534,599,0.190%,6696.0,79.4,1.186%,4.0,Majorlazer
2023-04-25,3573726,534,599,0.189%,6690.5,79.4,1.187%,3.0,Majorlazer
2023-04-24,3574142,534,598,0.189%,6683.7,79.2,1.185%,3.0,Majorlazer
2023-04-23,3574753,534,598,0.189%,6681.8,79.2,1.185%,3.0,Majorlazer
2023-04-22,3575007,533,598,0.188%,6659.5,79.0,1.186%,4.0,Majorlazer
2023-04-21,3576228,534,597,0.182%,6417.8,79.1,1.233%,3.0,Majorlazer
2023-04-20,3579231,534,597,0.180%,6360.8,79.0,1.242%,3.0,Majorlazer
2023-04-19,3581714,534,596,0.172%,6065.8,78.4,1.292%,3.0,Majorlazer
2023-04-18,3581787,534,596,0.171%,6050.2,78.0,1.289%,4.0,Majorlazer
2023-04-17,3581793,534,595,0.169%,5989.8,76.0,1.269%,3.0,Majorlazer
2023-04-16,3582526,534,595,0.169%,5986.3,75.9,1.268%,3.0,Majorlazer
2023-04-15,3582170,534,594,0.168%,5955.6,75.8,1.273%,2.0,Majorlazer
2023-04-14,3581844,534,594,0.166%,5881.2,74.0,1.258%,2.0,Majorlazer
2023-04-13,3581686,534,594,0.176%,6243.3,76.4,1.224%,3.0,Majorlazer
2023-04-12,3581531,534,593,0.176%,6240.9,76.3,1.223%,2.0,Majorlazer
2023-04-11,3581339,534,592,0.176%,6237.7,76.3,1.223%,2.0,Majorlazer
2023-04-10,3581055,534,592,0.176%,6233.6,75.9,1.218%,3.0,Majorlazer
2023-04-09,3581017,534,592,0.174%,6172.6,75.5,1.223%,3.0,Majorlazer
2023-04-08,3580784,534,592,0.169%,5990.8,73.3,1.224%,3.0,Majorlazer
2023-04-07,3581141,534,591,0.167%,5912.7,72.8,1.231%,3.0,Majorlazer
2023-04-06,3582059,534,591,0.122%,4322.8,48.8,1.129%,3.0,Majorlazer
2023-04-05,3583113,534,590,0.177%,6293.6,61.9,0.984%,3.0,Majorlazer
2023-04-04,3583736,534,590,0.177%,6287.7,61.9,0.984%,3.0,Majorlazer
2023-04-03,3583247,534,589,0.177%,6280.0,61.8,0.984%,2.0,Majorlazer
2023-04-02,3582861,534,589,0.176%,6252.6,61.4,0.982%,3.0,Majorlazer
2023-04-01,3582206,534,589,0.172%,6112.3,59.3,0.970%,3.0,Majorlazer
2023-03-31,3581729,534,588,0.172%,6095.1,59.3,0.973%,3.0,Majorlazer
2023-03-30,3581121,534,588,0.450%,15915.2,196.1,1.232%,3.0,Majorlazer
2023-03-29,3580780,534,588,0.449%,15882.9,195.6,1.232%,4.0,Majorlazer
2023-03-28,3580315,534,587,0.482%,17060.0,205.5,1.205%,4.0,Majorlazer
2023-03-27,3580672,534,587,0.482%,17047.2,205.2,1.204%,5.0,Majorlazer
2023-03-26,3580682,534,586,0.481%,17023.3,204.8,1.203%,4.0,Majorlazer
2023-03-25,3580180,534,586,1.166%,41513.5,233.0,0.561%,4.0,Majorlazer
2023-03-24,3579650,534,586,1.182%,42077.9,239.9,0.570%,4.0,Majorlazer
2023-03-23,3578981,534,585,1.183%,42086.1,238.8,0.567%,4.0,Majorlazer
2023-03-22,3578471,528,583,1.191%,42373.9,240.8,0.568%,3.0,Majorlazer
2023-03-21,3578137,528,583,1.191%,42365.3,240.6,0.568%,2.0,Majorlazer
2023-03-20,3577596,528,582,1.191%,42359.7,240.6,0.568%,2.0,Majorlazer
2023-03-19,3577060,528,582,1.191%,42346.5,240.5,0.568%,3.0,Majorlazer
2023-03-18,3576625,528,582,1.201%,42709.7,244.0,0.571%,3.0,Majorlazer
2023-03-17,3576082,528,582,1.201%,42697.7,243.7,0.571%,3.0,Majorlazer
2023-03-16,3575433,528,581,1.200%,42670.8,243.7,0.571%,3.0,Majorlazer
2023-03-15,3574863,528,581,1.195%,42477.8,242.7,0.571%,3.0,Majorlazer
2023-03-14,3574401,528,581,1.175%,41740.5,251.1,0.602%,4.0,Majorlazer
2023-03-13,3574047,528,580,1.174%,41699.3,251.1,0.602%,4.0,Majorlazer
2023-03-12,3573714,528,579,1.171%,41601.7,250.3,0.602%,3.0,Majorlazer
2023-03-11,3573991,528,579,1.169%,41520.3,250.2,0.603%,3.0,Majorlazer
2023-03-10,3573972,528,578,1.163%,41328.4,249.3,0.603%,3.0,Majorlazer
2023-03-09,3573596,528,578,1.118%,39714.8,240.1,0.605%,3.0,Majorlazer
2023-03-08,3573524,528,577,1.119%,39735.2,240.3,0.605%,4.0,Majorlazer
2023-03-07,3573595,528,576,1.116%,39649.8,240.3,0.606%,3.0,Majorlazer
2023-03-06,3573257,528,576,1.114%,39578.2,240.2,0.607%,2.0,Majorlazer
2023-03-05,3572828,528,576,1.113%,39529.0,239.8,0.607%,2.0,Majorlazer
2023-03-04,3572371,528,576,1.099%,39016.6,234.3,0.601%,2.0,Majorlazer
2023-03-03,3572099,528,576,0.869%,30938.8,117.9,0.381%,2.0,Majorlazer
2023-03-02,3572539,526,574,0.868%,30909.3,117.7,0.381%,1.0,Majorlazer
2023-03-01,3572842,526,574,0.867%,30872.4,117.5,0.381%,0.0,Majorlazer
2023-02-28,3572592,526,574,0.866%,30838.1,117.1,0.380%,0.0,Majorlazer
2023-02-27,3571915,526,574,0.865%,30794.4,117.0,0.380%,0.0,Majorlazer
2023-02-26,3571821,526,574,0.860%,30600.5,117.1,0.383%,1.0,Majorlazer
2023-02-25,3571519,526,574,0.854%,30392.3,116.3,0.383%,1.0,Majorlazer
2023-02-24,3571134,526,574,0.845%,30071.3,116.0,0.386%,1.0,Majorlazer
2023-02-23,3571428,526,574,0.836%,29744.2,115.2,0.387%,1.0,Majorlazer
2023-02-22,3570640,526,574,0.829%,29479.2,113.8,0.386%,1.0,Majorlazer
2023-02-21,3571584,526,574,0.784%,27899.3,102.8,0.368%,1.0,Majorlazer
2023-02-20,3571377,526,574,0.775%,27587.2,102.2,0.370%,1.0,Majorlazer
2023-02-19,3572285,525,573,0.768%,27336.8,101.8,0.372%,0.0,Majorlazer
2023-02-18,3571440,525,573,0.758%,26966.7,101.3,0.376%,0.0,Majorlazer
2023-02-17,3570602,525,573,0.736%,26162.8,99.8,0.381%,0.0,Majorlazer
2023-02-16,3569473,525,573,0.688%,24477.9,97.4,0.398%,0.0,Majorlazer
2023-02-15,3567505,525,573,0.592%,21027.6,93.9,0.447%,0.0,Majorlazer
2023-02-14,3563154,525,573,0.338%,11951.3,85.4,0.715%,0.0,Majorlazer
2023-02-13,3561211,525,573,0.241%,8499.3,82.8,0.974%,0.0,Majorlazer
2023-02-12,3560637,525,573,0.222%,7816.5,82.1,1.050%,0.0,Majorlazer
2023-02-11,3560237,525,573,0.217%,7659.1,81.8,1.068%,1.0,Majorlazer
2023-02-10,3560019,525,573,0.216%,7599.8,81.5,1.072%,1.0,Majorlazer
2023-02-09,3560024,524,573,0.215%,7573.6,81.4,1.075%,2.0,Majorlazer
